obf-class	obf-field	obf-signature	cb-field	cb-signature
na	e	Lmd;	e	Lnet/minecraft/server/EntityLiving;
na	a	Lxv;	a	Lnet/minecraft/server/World;
na	f	F	f	F
na	g	Lon;	g	Lnet/minecraft/server/Navigation;
na	h	I	h	I
na	b	F	b	F
na	c	F	c	F
na	i	Z	i	Z
nb	a	Lox;	a	Lnet/minecraft/server/EntityAnimal;
nb	b	Lox;	b	Lnet/minecraft/server/EntityAnimal;
nb	c	F	c	F
nb	d	I	d	I
nc	a	I	a	I
nd	a	Ljava/util/List;	a	Ljava/util/List;
nd	b	Ljava/util/List;	b	Ljava/util/List;
nd	c	Lkh;	c	Lnet/minecraft/server/MethodProfiler;
nd	d	I	d	I
nd	e	I	e	I
ne	a	Lnc;	a	Lnet/minecraft/server/PathfinderGoal;
ne	b	I	b	I
ne	c	Lnd;	c	Lnet/minecraft/server/PathfinderGoalSelector;
net/minecraft/server/MinecraftServer	a	Ljava/util/logging/Logger;	log	Ljava/util/logging/Logger;
net/minecraft/server/MinecraftServer	l	Lnet/minecraft/server/MinecraftServer;	l	Lnet/minecraft/server/MinecraftServer;
net/minecraft/server/MinecraftServer	m	Laic;	convertable	Lnet/minecraft/server/Convertable;
net/minecraft/server/MinecraftServer	n	Lle;	n	Lnet/minecraft/server/MojangStatisticsGenerator;
net/minecraft/server/MinecraftServer	o	Ljava/io/File;	universe	Ljava/io/File;
net/minecraft/server/MinecraftServer	p	Ljava/util/List;	p	Ljava/util/List;
net/minecraft/server/MinecraftServer	q	Lz;	q	Lnet/minecraft/server/ICommandHandler;
net/minecraft/server/MinecraftServer	b	Lkh;	methodProfiler	Lnet/minecraft/server/MethodProfiler;
net/minecraft/server/MinecraftServer	r	Ljava/lang/String;	serverIp	Ljava/lang/String;
net/minecraft/server/MinecraftServer	s	I	s	I
net/minecraft/server/MinecraftServer	c	[Lin;	worldServer	[Lnet/minecraft/server/WorldServer;
net/minecraft/server/MinecraftServer	t	Lgm;	t	Lnet/minecraft/server/ServerConfigurationManagerAbstract;
net/minecraft/server/MinecraftServer	u	Z	isRunning	Z
net/minecraft/server/MinecraftServer	v	Z	isStopped	Z
net/minecraft/server/MinecraftServer	w	I	ticks	I
net/minecraft/server/MinecraftServer	d	Ljava/lang/String;	d	Ljava/lang/String;
net/minecraft/server/MinecraftServer	e	I	e	I
net/minecraft/server/MinecraftServer	x	Z	onlineMode	Z
net/minecraft/server/MinecraftServer	y	Z	spawnAnimals	Z
net/minecraft/server/MinecraftServer	z	Z	spawnNPCs	Z
net/minecraft/server/MinecraftServer	A	Z	pvpMode	Z
net/minecraft/server/MinecraftServer	B	Z	allowFlight	Z
net/minecraft/server/MinecraftServer	C	Ljava/lang/String;	motd	Ljava/lang/String;
net/minecraft/server/MinecraftServer	D	I	D	I
net/minecraft/server/MinecraftServer	E	J	E	J
net/minecraft/server/MinecraftServer	F	J	F	J
net/minecraft/server/MinecraftServer	G	J	G	J
net/minecraft/server/MinecraftServer	H	J	H	J
net/minecraft/server/MinecraftServer	f	[J	f	[J
net/minecraft/server/MinecraftServer	g	[J	g	[J
net/minecraft/server/MinecraftServer	h	[J	h	[J
net/minecraft/server/MinecraftServer	i	[J	i	[J
net/minecraft/server/MinecraftServer	j	[J	j	[J
net/minecraft/server/MinecraftServer	k	[[J	k	[[J
net/minecraft/server/MinecraftServer	I	Ljava/security/KeyPair;	I	Ljava/security/KeyPair;
net/minecraft/server/MinecraftServer	J	Ljava/lang/String;	J	Ljava/lang/String;
net/minecraft/server/MinecraftServer	K	Ljava/lang/String;	K	Ljava/lang/String;
net/minecraft/server/MinecraftServer	M	Z	demoMode	Z
net/minecraft/server/MinecraftServer	N	Z	N	Z
net/minecraft/server/MinecraftServer	O	Z	O	Z
net/minecraft/server/MinecraftServer	P	Ljava/lang/String;	P	Ljava/lang/String;
net/minecraft/server/MinecraftServer	Q	Z	Q	Z
net/minecraft/server/MinecraftServer	R	J	R	J
net/minecraft/server/MinecraftServer	S	Ljava/lang/String;	S	Ljava/lang/String;
net/minecraft/server/MinecraftServer	T	Z	T	Z
ng	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
ng	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
ng	c	F	c	F
nh	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
nh	a	Llq;	a	Lnet/minecraft/server/Entity;
nh	c	F	c	F
nh	d	I	d	I
nh	e	F	e	F
nh	f	Ljava/lang/Class;	f	Ljava/lang/Class;
ni	b	Lqu;	b	Lnet/minecraft/server/EntityVillager;
nj	b	Lqu;	b	Lnet/minecraft/server/EntityVillager;
nj	c	Lqu;	c	Lnet/minecraft/server/EntityVillager;
nj	d	Lxv;	d	Lnet/minecraft/server/World;
nj	e	I	e	I
nj	a	Lor;	a	Lnet/minecraft/server/Village;
nk	a	Lxv;	a	Lnet/minecraft/server/World;
nk	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
nk	c	Lmd;	c	Lnet/minecraft/server/EntityLiving;
nk	d	I	d	I
nk	e	F	e	F
nk	f	Z	f	Z
nk	g	Lahe;	g	Lnet/minecraft/server/PathEntity;
nk	h	Ljava/lang/Class;	h	Ljava/lang/Class;
nk	i	I	i	I
nl	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
nl	b	Loq;	b	Lnet/minecraft/server/VillageDoor;
nl	c	I	c	I
nl	d	I	d	I
nm	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
nm	b	F	b	F
nm	c	Lahe;	c	Lnet/minecraft/server/PathEntity;
nm	d	Loq;	d	Lnet/minecraft/server/VillageDoor;
nm	e	Z	e	Z
nm	f	Ljava/util/List;	f	Ljava/util/List;
nn	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
nn	b	D	b	D
nn	c	D	c	D
nn	d	D	d	D
nn	e	F	e	F
no	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
no	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
no	c	D	c	D
no	d	D	d	D
no	e	D	e	D
no	f	F	f	F
no	g	F	g	F
np	a	Lxv;	a	Lnet/minecraft/server/World;
np	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
np	c	Lmd;	c	Lnet/minecraft/server/EntityLiving;
np	d	I	d	I
nq	a	Lpc;	a	Lnet/minecraft/server/EntityOcelot;
nq	b	F	b	F
nq	c	I	c	I
nq	d	I	d	I
nq	e	I	e	I
nq	f	I	f	I
nq	g	I	g	I
nq	h	I	h	I
nr	a	Lpi;	a	Lnet/minecraft/server/EntityIronGolem;
nr	b	Lqu;	b	Lnet/minecraft/server/EntityVillager;
nr	c	I	c	I
ns	i	Z	i	Z
ns	j	I	j	I
nt	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
nt	b	F	b	F
nt	c	D	c	D
nt	d	D	d	D
nt	e	D	e	D
nu	a	Lqu;	a	Lnet/minecraft/server/EntityVillager;
nu	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
nu	c	F	c	F
nu	d	I	d	I
nv	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
nv	b	D	b	D
nv	c	D	c	D
nv	d	I	d	I
nw	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
nw	b	D	b	D
nw	c	D	c	D
nw	d	D	d	D
nw	e	F	e	F
nx	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
nx	b	Lql;	b	Lnet/minecraft/server/IRangedEntity;
nx	c	Lmd;	c	Lnet/minecraft/server/EntityLiving;
nx	d	I	d	I
nx	e	F	e	F
nx	f	I	f	I
nx	g	I	g	I
nx	h	F	h	F
ny	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
ny	b	Loq;	b	Lnet/minecraft/server/VillageDoor;
nz	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
o	a	I	a	I
o	b	I	b	I
o	c	I	c	I
oa	a	Lml;	a	Lnet/minecraft/server/EntityTameableAnimal;
oa	b	Z	b	Z
ob	a	Lqc;	a	Lnet/minecraft/server/EntityCreeper;
ob	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
oc	a	Lqu;	a	Lnet/minecraft/server/EntityVillager;
oc	b	Lpi;	b	Lnet/minecraft/server/EntityIronGolem;
oc	c	I	c	I
oc	d	Z	d	Z
od	a	Lmi;	a	Lnet/minecraft/server/EntityCreature;
od	b	F	b	F
od	c	D	c	D
od	d	D	d	D
od	e	D	e	D
od	f	D	f	D
od	g	D	g	D
od	h	Lqx;	h	Lnet/minecraft/server/EntityHuman;
od	i	I	i	I
od	j	Z	j	Z
od	k	I	k	I
od	l	Z	l	Z
od	m	Z	m	Z
oe	a	Lqu;	a	Lnet/minecraft/server/EntityVillager;
of	a	Lpi;	a	Lnet/minecraft/server/EntityIronGolem;
of	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
og	a	Z	a	Z
og	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
oh	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
oh	b	Ljava/lang/Class;	b	Ljava/lang/Class;
oh	c	I	c	I
oh	g	Lly;	g	Lnet/minecraft/server/IEntitySelector;
oh	h	Loi;	h	Lnet/minecraft/server/DistanceComparator;
oi	b	Llq;	b	Lnet/minecraft/server/Entity;
oi	a	Loh;	a	Lnet/minecraft/server/PathfinderGoalNearestAttackableTarget;
oj	g	Lml;	g	Lnet/minecraft/server/EntityTameableAnimal;
ok	a	Lml;	a	Lnet/minecraft/server/EntityTameableAnimal;
ok	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
ol	a	Lml;	a	Lnet/minecraft/server/EntityTameableAnimal;
ol	b	Lmd;	b	Lnet/minecraft/server/EntityLiving;
om	d	Lmd;	d	Lnet/minecraft/server/EntityLiving;
om	e	F	e	F
om	f	Z	f	Z
om	a	Z	a	Z
om	b	I	b	I
om	c	I	c	I
om	g	I	g	I
on	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
on	b	Lxv;	b	Lnet/minecraft/server/World;
on	c	Lahe;	c	Lnet/minecraft/server/PathEntity;
on	d	F	d	F
on	e	F	e	F
on	f	Z	f	Z
on	g	I	g	I
on	h	I	h	I
on	i	Laob;	i	Lnet/minecraft/server/Vec3D;
on	j	Z	j	Z
on	k	Z	k	Z
on	l	Z	l	Z
on	m	Z	m	Z
oo	a	Lmd;	entity	Lnet/minecraft/server/EntityLiving;
oo	b	Ljava/util/List;	seenEntities	Ljava/util/List;
oo	c	Ljava/util/List;	unseenEntities	Ljava/util/List;
op	a	Laob;	a	Lnet/minecraft/server/Vec3D;
oq	a	I	locX	I
oq	b	I	locY	I
oq	c	I	locZ	I
oq	d	I	d	I
oq	e	I	e	I
oq	f	I	addedTime	I
oq	g	Z	removed	Z
oq	h	I	bookings	I
or	a	Lxv;	world	Lnet/minecraft/server/World;
or	b	Ljava/util/List;	doors	Ljava/util/List;
or	c	Ls;	c	Lnet/minecraft/server/ChunkCoordinates;
or	d	Ls;	center	Lnet/minecraft/server/ChunkCoordinates;
or	e	I	size	I
or	f	I	f	I
or	g	I	time	I
or	h	I	population	I
or	i	I	noBreedTicks	I
or	j	Ljava/util/TreeMap;	playerStandings	Ljava/util/TreeMap;
or	k	Ljava/util/List;	aggressors	Ljava/util/List;
or	l	I	ironGolemCount	I
os	a	Lmd;	a	Lnet/minecraft/server/EntityLiving;
os	b	I	b	I
os	c	Lor;	c	Lnet/minecraft/server/Village;
ot	a	Lxv;	world	Lnet/minecraft/server/World;
ot	b	Z	b	Z
ot	c	I	c	I
ot	d	I	d	I
ot	e	I	e	I
ot	f	Lor;	f	Lnet/minecraft/server/Village;
ot	g	I	g	I
ot	h	I	h	I
ot	i	I	i	I
ou	a	Lxv;	world	Lnet/minecraft/server/World;
ou	b	Ljava/util/List;	b	Ljava/util/List;
ou	c	Ljava/util/List;	c	Ljava/util/List;
ou	d	Ljava/util/List;	villages	Ljava/util/List;
ou	e	I	time	I
ow	a	Ls;	a	Lnet/minecraft/server/ChunkCoordinates;
ox	d	I	love	I
ox	e	I	e	I
oy	d	Z	d	Z
oy	e	F	e	F
oy	f	F	f	F
oy	g	F	g	F
oy	h	F	h	F
oy	i	F	i	F
oy	j	I	j	I
p	a	Ljava/lang/String;	a	Ljava/lang/String;
p	b	Ljava/lang/String;	b	Ljava/lang/String;
pc	e	Lod;	e	Lnet/minecraft/server/PathfinderGoalTempt;
pd	d	Lmv;	d	Lnet/minecraft/server/PathfinderGoalPassengerCarrotStick;
pe	e	Lrx;	e	Lnet/minecraft/server/InventoryCrafting;
pe	d	[[F	d	[[F
pe	f	I	f	I
pe	g	Lmx;	g	Lnet/minecraft/server/PathfinderGoalEatTile;
pf	a	Lpe;	a	Lnet/minecraft/server/EntitySheep;
ph	d	F	d	F
ph	e	F	e	F
ph	f	F	f	F
ph	g	F	g	F
ph	h	F	h	F
ph	i	F	i	F
ph	j	F	j	F
ph	bI	F	bI	F
ph	bJ	F	bJ	F
ph	bK	F	bK	F
ph	bL	F	bL	F
ph	bM	F	bM	F
ph	bN	F	bN	F
ph	bO	F	bO	F
pi	e	I	e	I
pi	d	Lor;	d	Lnet/minecraft/server/Village;
pi	f	I	f	I
pi	g	I	g	I
pk	e	F	e	F
pk	f	F	f	F
pk	g	Z	g	Z
pk	h	Z	h	Z
pk	i	F	i	F
pk	j	F	j	F
pn	a	Lpm;	owner	Lnet/minecraft/server/IComplex;
pn	b	Ljava/lang/String;	b	Ljava/lang/String;
po	a	I	a	I
po	b	I	b	I
pp	a	D	a	D
pp	b	D	b	D
pp	c	D	c	D
pp	d	[[D	d	[[D
pp	e	I	e	I
pp	f	[Lpn;	children	[Lnet/minecraft/server/EntityComplexPart;
pp	g	Lpn;	g	Lnet/minecraft/server/EntityComplexPart;
pp	h	Lpn;	h	Lnet/minecraft/server/EntityComplexPart;
pp	i	Lpn;	i	Lnet/minecraft/server/EntityComplexPart;
pp	j	Lpn;	j	Lnet/minecraft/server/EntityComplexPart;
pp	bI	Lpn;	bI	Lnet/minecraft/server/EntityComplexPart;
pp	bJ	Lpn;	bJ	Lnet/minecraft/server/EntityComplexPart;
pp	bK	Lpn;	bK	Lnet/minecraft/server/EntityComplexPart;
pp	bL	F	bL	F
pp	bM	F	bM	F
pp	bN	Z	bN	Z
pp	bO	Z	bO	Z
pp	bR	Llq;	bR	Lnet/minecraft/server/Entity;
pp	bP	I	bP	I
pp	bQ	Lpo;	bQ	Lnet/minecraft/server/EntityEnderCrystal;
pr	d	[F	d	[F
pr	e	[F	e	[F
pr	f	[F	f	[F
pr	g	[F	g	[F
pr	h	[I	h	[I
pr	i	[I	i	[I
pr	j	I	j	I
pr	bI	Lly;	bI	Lnet/minecraft/server/IEntitySelector;
pu	b	I	lifeTicks	I
pu	a	J	a	J
pu	c	I	c	I
pv	a	Z	a	Z
pv	b	D	b	D
pv	c	I	c	I
pv	d	D	d	D
pv	e	D	e	D
pv	f	D	f	D
pv	g	D	g	D
pv	h	D	h	D
pw	a	I	id	I
pw	b	I	data	I
pw	c	I	c	I
pw	d	Z	dropItem	Z
pw	e	Z	e	Z
pw	f	Z	hurtEntities	Z
pw	g	I	fallHurtMax	I
pw	h	F	fallHurtAmount	F
px	a	Lum;	itemStack	Lnet/minecraft/server/ItemStack;
px	b	I	age	I
px	c	I	pickupDelay	I
px	e	I	e	I
px	d	F	d	F
py	d	[Lum;	items	[Lnet/minecraft/server/ItemStack;
py	e	I	e	I
py	f	Z	f	Z
py	a	I	type	I
py	b	D	b	D
py	c	D	c	D
py	g	Lgp;	g	Lnet/minecraft/server/IUpdatePlayerListBox;
py	h	Z	h	Z
py	i	[[[I	matrix	[[[I
py	j	I	j	I
py	as	D	as	D
py	at	D	at	D
py	au	D	au	D
py	av	D	av	D
py	aw	D	aw	D
pz	a	I	fuseTicks	I
q	a	[I	a	[I
q	b	[I	b	[I
q	c	[Ljava/lang/String;	c	[Ljava/lang/String;
q	d	[I	d	[I
q	e	[I	e	[I
q	f	[I	f	[I
q	g	[I	g	[I
q	h	[I	h	[I
q	i	[[I	i	[[I
qa	d	F	d	F
qa	e	I	e	I
qa	f	I	f	I
qc	d	I	d	I
qc	e	I	fuseTicks	I
qc	f	I	maxFuseTicks	I
qc	g	I	explosionRadius	I
qd	d	[Z	d	[Z
qd	e	I	e	I
qd	f	I	f	I
qe	a	Lly;	a	Lnet/minecraft/server/IEntitySelector;
qg	b	I	b	I
qg	c	D	c	D
qg	d	D	d	D
qg	e	D	e	D
qg	h	Llq;	target	Lnet/minecraft/server/Entity;
qg	i	I	i	I
qg	f	I	f	I
qg	g	I	g	I
qk	d	I	angerLevel	I
qk	e	I	soundDelay	I
qm	d	I	d	I
qn	d	Lnx;	d	Lnet/minecraft/server/PathfinderGoalArrowAttack;
qn	e	Lnk;	e	Lnet/minecraft/server/PathfinderGoalMeleeAttack;
qo	b	F	b	F
qo	c	F	c	F
qo	d	F	d	F
qo	e	I	jumpDelay	I
qq	d	[I	d	[I
qq	e	I	e	I
qr	d	I	d	I
qu	e	I	profession	I
qu	f	Z	f	Z
qu	g	Z	g	Z
qu	d	Lor;	village	Lnet/minecraft/server/Village;
qu	h	Lqx;	h	Lnet/minecraft/server/EntityHuman;
qu	i	Lxn;	i	Lnet/minecraft/server/MerchantRecipeList;
qu	j	I	j	I
qu	bI	Z	bI	Z
qu	bJ	I	bJ	I
qu	bK	Ljava/lang/String;	bK	Ljava/lang/String;
qu	bL	Z	bL	Z
qu	bM	F	bM	F
qu	bN	Ljava/util/Map;	bN	Ljava/util/Map;
qu	bO	Ljava/util/Map;	bO	Ljava/util/Map;
qv	a	Z	isInvulnerable	Z
qv	b	Z	isFlying	Z
qv	c	Z	canFly	Z
qv	d	Z	canInstantlyBuild	Z
qv	e	Z	mayBuild	Z
qv	f	F	flySpeed	F
qv	g	F	walkSpeed	F
qw	a	[Lum;	items	[Lnet/minecraft/server/ItemStack;
qw	b	[Lum;	armor	[Lnet/minecraft/server/ItemStack;
qw	c	I	itemInHandIndex	I
qw	d	Lqx;	player	Lnet/minecraft/server/EntityHuman;
qw	g	Lum;	g	Lnet/minecraft/server/ItemStack;
qw	e	Z	e	Z
qx	bI	Lqw;	inventory	Lnet/minecraft/server/PlayerInventory;
qx	a	Lsk;	enderChest	Lnet/minecraft/server/InventoryEnderChest;
qx	bJ	Lrp;	defaultContainer	Lnet/minecraft/server/Container;
qx	bK	Lrp;	activeContainer	Lnet/minecraft/server/Container;
qx	bL	Lro;	foodData	Lnet/minecraft/server/FoodMetaData;
qx	bM	I	bM	I
qx	bN	B	bN	B
qx	bO	F	bO	F
qx	bP	F	bP	F
qx	bQ	Ljava/lang/String;	name	Ljava/lang/String;
qx	bR	I	bR	I
qx	bS	D	bS	D
qx	bT	D	bT	D
qx	bU	D	bU	D
qx	bV	D	bV	D
qx	bW	D	bW	D
qx	bX	D	bX	D
qx	bY	Z	sleeping	Z
qx	bZ	Ls;	bZ	Lnet/minecraft/server/ChunkCoordinates;
qx	b	I	sleepTicks	I
qx	ca	F	ca	F
qx	cb	F	cb	F
qx	c	Ls;	c	Lnet/minecraft/server/ChunkCoordinates;
qx	d	Z	d	Z
qx	e	Ls;	e	Lnet/minecraft/server/ChunkCoordinates;
qx	cc	Lqv;	abilities	Lnet/minecraft/server/PlayerAbilities;
qx	cd	I	expLevel	I
qx	ce	I	expTotal	I
qx	cf	F	exp	F
qx	f	Lum;	f	Lnet/minecraft/server/ItemStack;
qx	g	I	g	I
qx	cg	F	cg	F
qx	ch	F	ch	F
qx	h	I	h	I
qx	ci	Lrc;	hookedFish	Lnet/minecraft/server/EntityFishingHook;
qy	a	Lqy;	OK	Lnet/minecraft/server/EnumBedResult;
qy	b	Lqy;	NOT_POSSIBLE_HERE	Lnet/minecraft/server/EnumBedResult;
qy	c	Lqy;	NOT_POSSIBLE_NOW	Lnet/minecraft/server/EnumBedResult;
qy	d	Lqy;	TOO_FAR_AWAY	Lnet/minecraft/server/EnumBedResult;
qy	e	Lqy;	OTHER_PROBLEM	Lnet/minecraft/server/EnumBedResult;
qy	f	Lqy;	NOT_SAFE	Lnet/minecraft/server/EnumBedResult;
qy	g	[Lqy;	g	[Lnet/minecraft/server/EnumBedResult;
qz	d	I	d	I
qz	e	I	e	I
qz	f	I	f	I
qz	g	I	g	I
qz	h	I	h	I
qz	i	Z	inGround	Z
qz	a	I	fromPlayer	I
qz	b	I	shake	I
qz	c	Llq;	shooter	Lnet/minecraft/server/Entity;
qz	j	I	j	I
qz	as	I	as	I
qz	at	D	damage	D
qz	au	I	au	I
r	a	[I	OPPOSITE_FACING	[I
r	b	[I	b	[I
r	c	[I	c	[I
r	d	[I	d	[I
r	e	[Ljava/lang/String;	e	[Ljava/lang/String;
ra	a	I	a	I
ra	b	D	b	D
ra	c	D	c	D
ra	d	D	d	D
ra	e	I	e	I
ra	f	Z	f	Z
rb	e	I	e	I
rb	f	I	f	I
rb	g	I	g	I
rb	h	I	h	I
rb	i	Z	i	Z
rb	a	Lmd;	shooter	Lnet/minecraft/server/EntityLiving;
rb	j	I	j	I
rb	as	I	as	I
rb	b	D	dirX	D
rb	c	D	dirY	D
rb	d	D	dirZ	D
rc	d	I	d	I
rc	e	I	e	I
rc	f	I	f	I
rc	g	I	g	I
rc	h	Z	h	Z
rc	a	I	a	I
rc	b	Lqx;	owner	Lnet/minecraft/server/EntityHuman;
rc	i	I	i	I
rc	j	I	j	I
rc	as	I	as	I
rc	c	Llq;	hooked	Lnet/minecraft/server/Entity;
rc	at	I	at	I
rc	au	D	au	D
rc	av	D	av	D
rc	aw	D	aw	D
rc	ax	D	ax	D
rc	ay	D	ay	D
rh	c	I	blockX	I
rh	d	I	blockY	I
rh	e	I	blockZ	I
rh	f	I	inBlockId	I
rh	a	Z	inGround	Z
rh	b	I	shake	I
rh	g	Lmd;	shooter	Lnet/minecraft/server/EntityLiving;
rh	h	Ljava/lang/String;	shooterName	Ljava/lang/String;
rh	i	I	i	I
rh	j	I	j	I
rl	c	Lum;	c	Lnet/minecraft/server/ItemStack;
ro	a	I	foodLevel	I
ro	b	F	saturationLevel	F
ro	c	F	exhaustionLevel	F
ro	d	I	foodTickTimer	I
ro	e	I	e	I
rp	b	Ljava/util/List;	b	Ljava/util/List;
rp	c	Ljava/util/List;	c	Ljava/util/List;
rp	d	I	windowId	I
rp	a	S	a	S
rp	e	Ljava/util/List;	listeners	Ljava/util/List;
rp	f	Ljava/util/Set;	f	Ljava/util/Set;
rq	a	Land;	a	Lnet/minecraft/server/TileEntityBeacon;
rq	f	Lrr;	f	Lnet/minecraft/server/SlotBeacon;
rq	g	I	g	I
rq	h	I	h	I
rq	i	I	i	I
rr	a	Lrq;	a	Lnet/minecraft/server/ContainerBeacon;
rs	a	Lane;	brewingStand	Lnet/minecraft/server/TileEntityBrewingStand;
rs	f	Lsq;	f	Lnet/minecraft/server/Slot;
rs	g	I	g	I
rt	a	Lrs;	a	Lnet/minecraft/server/ContainerBrewingStand;
ru	a	Lqx;	a	Lnet/minecraft/server/EntityHuman;
rw	a	Lla;	container	Lnet/minecraft/server/IInventory;
rw	f	I	f	I
rx	a	[Lum;	items	[Lnet/minecraft/server/ItemStack;
rx	b	I	b	I
rx	c	Lrp;	c	Lnet/minecraft/server/Container;
ry	a	Lrx;	craftInventory	Lnet/minecraft/server/InventoryCrafting;
ry	f	Lla;	resultInventory	Lnet/minecraft/server/IInventory;
ry	g	Lxv;	g	Lnet/minecraft/server/World;
ry	h	I	h	I
ry	i	I	i	I
ry	j	I	j	I
rz	a	Lla;	enchantSlots	Lnet/minecraft/server/IInventory;
rz	h	Lxv;	world	Lnet/minecraft/server/World;
rz	i	I	x	I
rz	j	I	y	I
rz	k	I	z	I
rz	l	Ljava/util/Random;	l	Ljava/util/Random;
rz	f	J	f	J
rz	g	[I	costs	[I
s	a	I	x	I
s	b	I	y	I
s	c	I	z	I
sa	a	Lrz;	enchantTable	Lnet/minecraft/server/ContainerEnchantTable;
sb	a	Lrz;	a	Lnet/minecraft/server/ContainerEnchantTable;
sc	a	Lank;	furnace	Lnet/minecraft/server/TileEntityFurnace;
sc	f	I	f	I
sc	g	I	g	I
sc	h	I	h	I
sd	a	Lqx;	a	Lnet/minecraft/server/EntityHuman;
sd	b	I	b	I
se	a	Lrx;	craftInventory	Lnet/minecraft/server/InventoryCrafting;
se	f	Lla;	resultInventory	Lnet/minecraft/server/IInventory;
se	g	Z	g	Z
se	h	Lqx;	h	Lnet/minecraft/server/EntityHuman;
sf	a	I	a	I
sf	b	Lse;	b	Lnet/minecraft/server/ContainerPlayer;
sh	a	Lxl;	merchant	Lnet/minecraft/server/IMerchant;
sh	b	[Lum;	itemsInSlots	[Lnet/minecraft/server/ItemStack;
sh	c	Lqx;	player	Lnet/minecraft/server/EntityHuman;
sh	d	Lxm;	recipe	Lnet/minecraft/server/MerchantRecipe;
sh	e	I	e	I
si	a	Lxl;	merchant	Lnet/minecraft/server/IMerchant;
si	f	Lsh;	f	Lnet/minecraft/server/InventoryMerchant;
si	g	Lxv;	g	Lnet/minecraft/server/World;
sj	a	Lsh;	a	Lnet/minecraft/server/InventoryMerchant;
sj	b	Lqx;	b	Lnet/minecraft/server/EntityHuman;
sj	c	I	c	I
sj	d	Lxl;	d	Lnet/minecraft/server/IMerchant;
sk	a	Lanj;	a	Lnet/minecraft/server/TileEntityEnderChest;
sl	f	Lla;	f	Lnet/minecraft/server/IInventory;
sl	g	Lla;	g	Lnet/minecraft/server/IInventory;
sl	h	Lxv;	h	Lnet/minecraft/server/World;
sl	i	I	i	I
sl	j	I	j	I
sl	k	I	k	I
sl	a	I	a	I
sl	l	I	l	I
sl	m	Ljava/lang/String;	m	Ljava/lang/String;
sl	n	Lqx;	n	Lnet/minecraft/server/EntityHuman;
sm	a	Lsl;	a	Lnet/minecraft/server/ContainerAnvil;
sn	a	Lxv;	a	Lnet/minecraft/server/World;
sn	b	I	b	I
sn	c	I	c	I
sn	d	I	d	I
sn	e	Lsl;	e	Lnet/minecraft/server/ContainerAnvil;
so	a	[Lum;	items	[Lnet/minecraft/server/ItemStack;
sp	a	Lla;	a	Lnet/minecraft/server/IInventory;
sp	b	Lqx;	b	Lnet/minecraft/server/EntityHuman;
sp	c	I	c	I
sq	a	I	index	I
sq	f	Lla;	inventory	Lnet/minecraft/server/IInventory;
sq	g	I	g	I
sq	h	I	h	I
sq	i	I	i	I
sr	a	Lanh;	items	Lnet/minecraft/server/TileEntityDispenser;
st	cl	[I	cl	[I
st	a	I	a	I
st	b	I	b	I
st	c	I	c	I
st	cm	Lsu;	cm	Lnet/minecraft/server/EnumArmorMaterial;
su	a	Lsu;	CLOTH	Lnet/minecraft/server/EnumArmorMaterial;
su	b	Lsu;	CHAIN	Lnet/minecraft/server/EnumArmorMaterial;
su	c	Lsu;	IRON	Lnet/minecraft/server/EnumArmorMaterial;
su	d	Lsu;	GOLD	Lnet/minecraft/server/EnumArmorMaterial;
su	e	Lsu;	DIAMOND	Lnet/minecraft/server/EnumArmorMaterial;
su	f	I	f	I
su	g	[I	g	[I
su	h	I	h	I
su	i	[Lsu;	i	[Lnet/minecraft/server/EnumArmorMaterial;
t	a	La;	a	Lnet/minecraft/server/CrashReport;
tb	a	I	a	I
tf	a	Lamj;	a	Lnet/minecraft/server/Block;
tf	b	[Ljava/lang/String;	b	[Ljava/lang/String;
th	a	[Lth;	a	[Lnet/minecraft/server/CreativeModeTab;
th	b	Lth;	b	Lnet/minecraft/server/CreativeModeTab;
th	c	Lth;	c	Lnet/minecraft/server/CreativeModeTab;
th	d	Lth;	d	Lnet/minecraft/server/CreativeModeTab;
th	e	Lth;	e	Lnet/minecraft/server/CreativeModeTab;
th	f	Lth;	f	Lnet/minecraft/server/CreativeModeTab;
