obf-class	obf-method	obf-signature	cb-method	cb-signature
acr	acr	(Ljava/util/Random;II)V	net.minecraft.server.WorldGenNetherPiece1	(Ljava/util/Random;II)V
acr	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
acr	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lacr;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece1;
acr	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
acs	acs	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece2	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
acs	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lacs;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece2;
acs	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
act	act	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece3	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
act	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
act	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lact;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece3;
act	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
acu	acu	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece4	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
acu	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
acu	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lacu;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece4;
acu	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
acv	acv	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece5	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
acv	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
acv	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lacv;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece5;
acv	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
acw	acw	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece6	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
acw	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
acw	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lacw;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece6;
acw	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
acx	acx	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece7	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
acx	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
acx	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lacx;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece7;
acx	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
acy	acy	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece8	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
acy	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
acy	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lacy;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece8;
acy	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
acz	acz	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece9	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
acz	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
acz	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lacz;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece9;
acz	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
ad	ad	()V	net.minecraft.server.CommandEnchant	()V
ad	c	()Ljava/lang/String;	c	()Ljava/lang/String;
ad	a	()I	a	()I
ad	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
ad	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
ad	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
ad	d	()[Ljava/lang/String;	d	()[Ljava/lang/String;
ad	a	(I)Z	a	(I)Z
ada	ada	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece10	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
ada	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
ada	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lada;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece10;
ada	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
adb	adb	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece11	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
adb	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
adb	a	(Ljava/util/List;Ljava/util/Random;IIIII)Ladb;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece11;
adb	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
adc	adc	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece12	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
adc	a	(Ljava/util/List;Ljava/util/Random;IIIII)Ladc;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece12;
adc	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
add	add	(I)V	net.minecraft.server.WorldGenNetherPiece	(I)V
add	a	(Ljava/util/List;)I	a	(Ljava/util/List;)I
add	a	(Ladh;Ljava/util/List;Ljava/util/List;Ljava/util/Random;IIIII)Ladd;	a	(Lnet/minecraft/server/WorldGenNetherPiece15;Ljava/util/List;Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece;
add	a	(Ladh;Ljava/util/List;Ljava/util/Random;IIIIIZ)Laes;	a	(Lnet/minecraft/server/WorldGenNetherPiece15;Ljava/util/List;Ljava/util/Random;IIIIIZ)Lnet/minecraft/server/StructurePiece;
add	a	(Ladh;Ljava/util/List;Ljava/util/Random;IIZ)Laes;	a	(Lnet/minecraft/server/WorldGenNetherPiece15;Ljava/util/List;Ljava/util/Random;IIZ)Lnet/minecraft/server/StructurePiece;
add	b	(Ladh;Ljava/util/List;Ljava/util/Random;IIZ)Laes;	b	(Lnet/minecraft/server/WorldGenNetherPiece15;Ljava/util/List;Ljava/util/Random;IIZ)Lnet/minecraft/server/StructurePiece;
add	c	(Ladh;Ljava/util/List;Ljava/util/Random;IIZ)Laes;	c	(Lnet/minecraft/server/WorldGenNetherPiece15;Ljava/util/List;Ljava/util/Random;IIZ)Lnet/minecraft/server/StructurePiece;
add	a	(Lacg;)Z	a	(Lnet/minecraft/server/StructureBoundingBox;)Z
ade	ade	(Ljava/lang/Class;IIZ)V	net.minecraft.server.WorldGenNetherPieceWeight	(Ljava/lang/Class;IIZ)V
ade	ade	(Ljava/lang/Class;II)V	net.minecraft.server.WorldGenNetherPieceWeight	(Ljava/lang/Class;II)V
ade	a	(I)Z	a	(I)Z
ade	a	()Z	a	()Z
adf	adf	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece13	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
adf	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
adf	a	(Ljava/util/List;Ljava/util/Random;IIIII)Ladf;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece13;
adf	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
adg	adg	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenNetherPiece16	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
adg	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
adg	a	(Ljava/util/List;Ljava/util/Random;IIIII)Ladg;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenNetherPiece16;
adg	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
adh	adh	(Ljava/util/Random;II)V	net.minecraft.server.WorldGenNetherPiece15	(Ljava/util/Random;II)V
adi	adi	()V	net.minecraft.server.WorldGenLargeFeature	()V
adi	adi	(Ljava/util/Map;)V	net.minecraft.server.WorldGenLargeFeature	(Ljava/util/Map;)V
adi	a	(II)Z	a	(II)Z
adi	b	(II)Laeu;	b	(II)Lnet/minecraft/server/StructureStart;
adi	a	()Ljava/util/List;	a	()Ljava/util/List;
adi	{}	()V	{}	()V
adj	adj	(Lxv;Ljava/util/Random;II)V	net.minecraft.server.WorldGenLargeFeatureStart	(Lnet/minecraft/server/World;Ljava/util/Random;II)V
adm	adm	(Ljava/util/Random;II)V	net.minecraft.server.WorldGenPyramidPiece	(Ljava/util/Random;II)V
adm	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
adm	{}	()V	{}	()V
adn	adn	(Ljava/util/Random;II)V	net.minecraft.server.WorldGenJungleTemple	(Ljava/util/Random;II)V
adn	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
adn	{}	()V	{}	()V
ado	ado	()V	net.minecraft.server.WorldGenJungleTemplePiece	()V
ado	a	(Ljava/util/Random;IIIZ)V	a	(Ljava/util/Random;IIIZ)V
ado	ado	(Ladl;)V	net.minecraft.server.WorldGenJungleTemplePiece	(Lnet/minecraft/server/WorldGenJungleTempleUnknown;)V
adp	adp	(Ljava/util/Random;IIIIII)V	net.minecraft.server.WorldGenScatteredPiece	(Ljava/util/Random;IIIIII)V
adp	a	(Lxv;Lacg;I)Z	a	(Lnet/minecraft/server/World;Lnet/minecraft/server/StructureBoundingBox;I)Z
adq	adq	(Ljava/util/Random;II)V	net.minecraft.server.WorldGenWitchHut	(Ljava/util/Random;II)V
adq	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
adr	adr	()V	net.minecraft.server.WorldGenStronghold	()V
adr	adr	(Ljava/util/Map;)V	net.minecraft.server.WorldGenStronghold	(Ljava/util/Map;)V
adr	a	(II)Z	a	(II)Z
adr	p_	()Ljava/util/List;	p_	()Ljava/util/List;
adr	b	(II)Laeu;	b	(II)Lnet/minecraft/server/StructureStart;
ads	ads	(Lxv;Ljava/util/Random;II)V	net.minecraft.server.WorldGenStronghold2Start	(Lnet/minecraft/server/World;Ljava/util/Random;II)V
adt	a	()V	a	()V
adt	c	()Z	c	()Z
adt	a	(Ljava/lang/Class;Ljava/util/List;Ljava/util/Random;IIIII)Laem;	a	(Ljava/lang/Class;Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdPiece;
adt	b	(Laej;Ljava/util/List;Ljava/util/Random;IIIII)Laem;	b	(Lnet/minecraft/server/WorldGenStrongholdStart;Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdPiece;
adt	c	(Laej;Ljava/util/List;Ljava/util/Random;IIIII)Laes;	c	(Lnet/minecraft/server/WorldGenStrongholdStart;Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/StructurePiece;
adt	a	(Laej;Ljava/util/List;Ljava/util/Random;IIIII)Laes;	a	(Lnet/minecraft/server/WorldGenStrongholdStart;Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/StructurePiece;
adt	a	(Ljava/lang/Class;)Ljava/lang/Class;	a	(Ljava/lang/Class;)Ljava/lang/Class;
adt	b	()Laeh;	b	()Lnet/minecraft/server/WorldGenStrongholdStones;
adt	{}	()V	{}	()V
adu	adu	(Ljava/lang/Class;II)V	net.minecraft.server.WorldGenStrongholdUnknown	(Ljava/lang/Class;II)V
adu	a	(I)Z	a	(I)Z
adv	adv	(Ljava/lang/Class;II)V	net.minecraft.server.WorldGenStrongholdPiece2	(Ljava/lang/Class;II)V
adv	a	(I)Z	a	(I)Z
adw	{}	()V	{}	()V
adx	adx	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdChestCorridor	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
adx	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
adx	a	(Ljava/util/List;Ljava/util/Random;IIIII)Ladx;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdChestCorridor;
adx	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
adx	{}	()V	{}	()V
ady	ady	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdCorridor	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
ady	a	(Ljava/util/List;Ljava/util/Random;IIII)Lacg;	a	(Ljava/util/List;Ljava/util/Random;IIII)Lnet/minecraft/server/StructureBoundingBox;
ady	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
adz	adz	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdCrossing	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
adz	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
adz	a	(Ljava/util/List;Ljava/util/Random;IIIII)Ladz;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdCrossing;
adz	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
ae	ae	()V	net.minecraft.server.CommandXp	()V
ae	c	()Ljava/lang/String;	c	()Ljava/lang/String;
ae	a	()I	a	()I
ae	a	(Laa;)Ljava/lang/String;	a	(Lnet/minecraft/server/ICommandListener;)Ljava/lang/String;
ae	b	(Laa;[Ljava/lang/String;)V	b	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)V
ae	a	(Laa;[Ljava/lang/String;)Ljava/util/List;	a	(Lnet/minecraft/server/ICommandListener;[Ljava/lang/String;)Ljava/util/List;
ae	d	()[Ljava/lang/String;	d	()[Ljava/lang/String;
ae	a	(I)Z	a	(I)Z
aea	aea	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdLeftTurn	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
aea	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
aea	a	(Ljava/util/List;Ljava/util/Random;IIIII)Laea;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdLeftTurn;
aea	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
aeb	aeb	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdLibrary	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
aeb	a	(Ljava/util/List;Ljava/util/Random;IIIII)Laeb;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdLibrary;
aeb	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
aeb	{}	()V	{}	()V
aec	aec	(Ljava/lang/Class;II)V	net.minecraft.server.WorldGenStrongholdPieceWeight	(Ljava/lang/Class;II)V
aec	a	(I)Z	a	(I)Z
aec	a	()Z	a	()Z
aed	aed	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdPortalRoom	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
aed	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
aed	a	(Ljava/util/List;Ljava/util/Random;IIIII)Laed;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdPortalRoom;
aed	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
aee	aee	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdPrison	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
aee	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
aee	a	(Ljava/util/List;Ljava/util/Random;IIIII)Laee;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdPrison;
aee	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
aef	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
aef	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
aeg	aeg	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdRoomCrossing	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
aeg	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
aeg	a	(Ljava/util/List;Ljava/util/Random;IIIII)Laeg;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdRoomCrossing;
aeg	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
aeg	{}	()V	{}	()V
aeh	aeh	()V	net.minecraft.server.WorldGenStrongholdStones	()V
aeh	a	(Ljava/util/Random;IIIZ)V	a	(Ljava/util/Random;IIIZ)V
aeh	aeh	(Ladu;)V	net.minecraft.server.WorldGenStrongholdStones	(Lnet/minecraft/server/WorldGenStrongholdUnknown;)V
aei	aei	(ILjava/util/Random;II)V	net.minecraft.server.WorldGenStrongholdStairs2	(ILjava/util/Random;II)V
aei	aei	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdStairs2	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
aei	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
aei	a	(Ljava/util/List;Ljava/util/Random;IIIII)Laei;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdStairs2;
aei	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
aej	aej	(ILjava/util/Random;II)V	net.minecraft.server.WorldGenStrongholdStart	(ILjava/util/Random;II)V
aej	a	()Lyo;	a	()Lnet/minecraft/server/ChunkPosition;
aek	aek	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdStairs	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
aek	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
aek	a	(Ljava/util/List;Ljava/util/Random;IIIII)Laek;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdStairs;
aek	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
ael	ael	(ILjava/util/Random;Lacg;I)V	net.minecraft.server.WorldGenStrongholdStairsStraight	(ILjava/util/Random;Lnet/minecraft/server/StructureBoundingBox;I)V
ael	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
ael	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lael;	a	(Ljava/util/List;Ljava/util/Random;IIIII)Lnet/minecraft/server/WorldGenStrongholdStairsStraight;
ael	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
aem	aem	(I)V	net.minecraft.server.WorldGenStrongholdPiece	(I)V
aem	a	(Lxv;Ljava/util/Random;Lacg;Laen;III)V	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;Lnet/minecraft/server/WorldGenStrongholdDoorType;III)V
aem	a	(Ljava/util/Random;)Laen;	a	(Ljava/util/Random;)Lnet/minecraft/server/WorldGenStrongholdDoorType;
aem	a	(Laej;Ljava/util/List;Ljava/util/Random;II)Laes;	a	(Lnet/minecraft/server/WorldGenStrongholdStart;Ljava/util/List;Ljava/util/Random;II)Lnet/minecraft/server/StructurePiece;
aem	b	(Laej;Ljava/util/List;Ljava/util/Random;II)Laes;	b	(Lnet/minecraft/server/WorldGenStrongholdStart;Ljava/util/List;Ljava/util/Random;II)Lnet/minecraft/server/StructurePiece;
aem	c	(Laej;Ljava/util/List;Ljava/util/Random;II)Laes;	c	(Lnet/minecraft/server/WorldGenStrongholdStart;Ljava/util/List;Ljava/util/Random;II)Lnet/minecraft/server/StructurePiece;
aem	a	(Lacg;)Z	a	(Lnet/minecraft/server/StructureBoundingBox;)Z
aen	values	()[Laen;	values	()[Lnet/minecraft/server/WorldGenStrongholdDoorType;
aen	valueOf	(Ljava/lang/String;)Laen;	valueOf	(Ljava/lang/String;)Lnet/minecraft/server/WorldGenStrongholdDoorType;
aen	aen	(Ljava/lang/String;I)V	net.minecraft.server.WorldGenStrongholdDoorType	(Ljava/lang/String;I)V
aen	{}	()V	{}	()V
aeo	aeo	()V	net.minecraft.server.StructureGenerator	()V
aeo	a	(Lxv;IIII[B)V	a	(Lnet/minecraft/server/World;IIII[B)V
aeo	a	(Lxv;Ljava/util/Random;II)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;II)Z
aeo	a	(III)Z	a	(III)Z
aeo	a	(Lxv;III)Lyo;	getNearestGeneratedFeature	(Lnet/minecraft/server/World;III)Lnet/minecraft/server/ChunkPosition;
aeo	p_	()Ljava/util/List;	p_	()Ljava/util/List;
aeo	a	(II)Z	a	(II)Z
aeo	b	(II)Laeu;	b	(II)Lnet/minecraft/server/StructureStart;
aep	aep	(Laeo;II)V	net.minecraft.server.CrashReportIsFeatureChunk	(Lnet/minecraft/server/StructureGenerator;II)V
aep	a	()Ljava/lang/String;	a	()Ljava/lang/String;
aep	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
aeq	aeq	(Laeo;II)V	net.minecraft.server.CrashReportChunkPosHash	(Lnet/minecraft/server/StructureGenerator;II)V
aeq	a	()Ljava/lang/String;	a	()Ljava/lang/String;
aeq	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
aer	aer	(Laeo;)V	net.minecraft.server.CrashReportStructureType	(Lnet/minecraft/server/StructureGenerator;)V
aer	a	()Ljava/lang/String;	a	()Ljava/lang/String;
aer	call	()Ljava/lang/Object;	call	()Ljava/lang/Object;
aes	aes	(I)V	net.minecraft.server.StructurePiece	(I)V
aes	a	(Laes;Ljava/util/List;Ljava/util/Random;)V	a	(Lnet/minecraft/server/StructurePiece;Ljava/util/List;Ljava/util/Random;)V
aes	a	(Lxv;Ljava/util/Random;Lacg;)Z	a	(Lnet/minecraft/server/World;Ljava/util/Random;Lnet/minecraft/server/StructureBoundingBox;)Z
aes	b	()Lacg;	b	()Lnet/minecraft/server/StructureBoundingBox;
aes	c	()I	c	()I
